problem_id,link,problem,solution,letter,answer
508a1373b5cddadf1c2298118d631863,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_11,"For some positive integer $k$ , the repeating base- $k$ representation of the (base-ten) fraction $\frac{7}{51}$ is $0.\overline{23}_k = 0.232323..._k$ . What is $k$
$\textbf{(A) } 13 \qquad\textbf{(B) } 14 \qquad\textbf{(C) } 15 \qquad\textbf{(D) } 16 \qquad\textbf{(E) } 17$","Assuming you are familiar with the rules for basic repeating decimals, $0.232323... = \frac{23}{99}$ . Now we want our base, $k$ , to conform to $23\equiv7\pmod k$ and $99\equiv51\pmod k$ , the reason being that we wish to convert the number from base $10$ to base $k$ . Given the first equation, we know that $k$ must equal 9, 16, 23, or generally, $7n+2$ . The only number in this set that is one of the multiple choices is $16$ . When we test this on the second equation, $99\equiv51\pmod k$ , it comes to be true. Therefore, our answer is $\boxed{16}$",D,16
508a1373b5cddadf1c2298118d631863,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_11,"For some positive integer $k$ , the repeating base- $k$ representation of the (base-ten) fraction $\frac{7}{51}$ is $0.\overline{23}_k = 0.232323..._k$ . What is $k$
$\textbf{(A) } 13 \qquad\textbf{(B) } 14 \qquad\textbf{(C) } 15 \qquad\textbf{(D) } 16 \qquad\textbf{(E) } 17$","Note that the LHS equals \[\bigg(\frac{2}{k} + \frac{2}{k^3} + \cdots \bigg) + \bigg(\frac{3}{k^2} + \frac{3}{k^4} + \cdots \bigg) = \frac{\frac{2}{k}}{1 - \frac{1}{k^2}} + \frac{\frac{3}{k^2}}{1 - \frac{1}{k^2}} = \frac{2k+3}{k^2-1},\] from which we see our equation becomes \[\frac{2k+3}{k^2-1} = \frac{7}{51}, \ \ \implies \ \ 51(2k+3) = 7(k^2-1).\]
Note that $17$ therefore divides $k^2 - 1,$ but as $17$ is prime this therefore implies \[k \equiv \pm 1 \pmod{17}.\] (Warning: This would not be necessarily true if $17$ were composite.) Note that $\boxed{16}$ is the only answer choice congruent satisfying this modular congruence, thus completing the problem. $\square$",D,16
56171f165a3d66224821b9363e08e99c,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_12,"Positive real numbers $x \neq 1$ and $y \neq 1$ satisfy $\log_2{x} = \log_y{16}$ and $xy = 64$ . What is $(\log_2{\tfrac{x}{y}})^2$
$\textbf{(A) } \frac{25}{2} \qquad\textbf{(B) } 20 \qquad\textbf{(C) } \frac{45}{2} \qquad\textbf{(D) } 25 \qquad\textbf{(E) } 32$","Let $\log_2{x} = \log_y{16}=k$ , so that $2^k=x$ and $y^k=16 \implies y=2^{\frac{4}{k}}$ . Then we have $(2^k)(2^{\frac{4}{k}})=2^{k+\frac{4}{k}}=2^6$
We therefore have $k+\frac{4}{k}=6$ , and deduce $k^2-6k+4=0$ . The solutions to this are $k = 3 \pm \sqrt{5}$
To solve the problem, we now find \begin{align*} (\log_2\tfrac{x}{y})^2&=(\log_2 x - \log_2 y)^2\\ &=(k-\tfrac{4}{k})^2=(3 \pm \sqrt{5} - \tfrac{4}{3 \pm \sqrt{5}})^2 \\ &= (3 \pm \sqrt{5} - [3 \mp \sqrt{5}])^2\\ &= (3 \pm \sqrt{5} - 3 \pm \sqrt{5})^2\\ &=(\pm 2\sqrt{5})^2 \\ &= \boxed{20} ~Edits by BakedPotato66",B,20
56171f165a3d66224821b9363e08e99c,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_12,"Positive real numbers $x \neq 1$ and $y \neq 1$ satisfy $\log_2{x} = \log_y{16}$ and $xy = 64$ . What is $(\log_2{\tfrac{x}{y}})^2$
$\textbf{(A) } \frac{25}{2} \qquad\textbf{(B) } 20 \qquad\textbf{(C) } \frac{45}{2} \qquad\textbf{(D) } 25 \qquad\textbf{(E) } 32$","After obtaining $k + \frac{4}{k} = 6$ , notice that the required answer is $\left(k - \frac{4}{k}\right)^{2} = k^2 - 8 + \frac{16}{k^2} = \left(k^2 + 8 + \frac{16}{k^2}\right) - 16 = \left(k+\frac{4}{k}\right)^2 - 16 = 6^2 - 16 = \boxed{20}$ , as before.",B,20
56171f165a3d66224821b9363e08e99c,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_12,"Positive real numbers $x \neq 1$ and $y \neq 1$ satisfy $\log_2{x} = \log_y{16}$ and $xy = 64$ . What is $(\log_2{\tfrac{x}{y}})^2$
$\textbf{(A) } \frac{25}{2} \qquad\textbf{(B) } 20 \qquad\textbf{(C) } \frac{45}{2} \qquad\textbf{(D) } 25 \qquad\textbf{(E) } 32$","From the given data, $\log_2(x) = \frac{1}{\log_{16}(y)}$ , or $\log_2(x) = \frac{4}{{\log_{2}(y)}}$
We know that $xy=64$ , so $x= \frac{64}{y}$
Thus $\log_2\left(\frac{64}{y}\right) = \frac{4}{{\log_{2}(y)}}$ , so $6-\log_2(y) = \frac{4}{{\log_{2}(y)}}$ , so $6(\log_2(y))-(\log_2(y))^2=4$
Solving for $\log_2(y)$ , we obtain $\log_2(y)=3+\sqrt{5}$
Easy resubstitution further gives $\log_2(x)=\frac{4}{3+\sqrt{5}}$ . Simplifying, we obtain $\log_2(x)= 3-\sqrt{5}$
Looking back at the original problem, we have What is $(\log_2{\tfrac{x}{y}})^2$
Deconstructing this expression using log rules, we get $(\log_2{x}-\log_2{y})^2$
Plugging in our known values, we get $((3-\sqrt{5})-(3+\sqrt{5}))^2$ or $(-2\sqrt{5})^2$
Our answer is $\boxed{20}$",B,20
e600f683ed3a78da0872230982aa35a1,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_13,"How many ways are there to paint each of the integers $2, 3, \cdots , 9$ either red, green, or blue so that each number has a different color from each of its proper divisors?
$\textbf{(A)}~144\qquad\textbf{(B)}~216\qquad\textbf{(C)}~256\qquad\textbf{(D)}~384\qquad\textbf{(E)}~432$","The $5$ and $7$ can be painted with no restrictions because the set of integers does not contain a multiple or proper factor of $5$ or $7$ . There are 3 ways to paint each, giving us $\underline{9}$ ways to paint both. The $2$ is the most restrictive number. There are $\underline{3}$ ways to paint $2$ , but without loss of generality, let it be painted red. $4$ cannot be the same color as $2$ or $8$ , so there are $\underline{2}$ ways to paint $4$ , which automatically determines the color for $8$ $6$ cannot be painted red, so there are $\underline{2}$ ways to paint $6$ , but WLOG, let it be painted blue. There are $\underline{2}$ choices for the color for $3$ , which is either red or green in this case. Lastly, there are $\underline{2}$ ways to choose the color for $9$
$9 \cdot 3 \cdot 2 \cdot 2 \cdot 2 \cdot 2 = \boxed{432}$",E,432
e600f683ed3a78da0872230982aa35a1,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_13,"How many ways are there to paint each of the integers $2, 3, \cdots , 9$ either red, green, or blue so that each number has a different color from each of its proper divisors?
$\textbf{(A)}~144\qquad\textbf{(B)}~216\qquad\textbf{(C)}~256\qquad\textbf{(D)}~384\qquad\textbf{(E)}~432$","We note that the primes can be colored any of the $3$ colors since they don't have any proper divisors other than $1$ , which is not in the list. Furthermore, $6$ is the only number in the list that has $2$ distinct prime factors (namely, $2$ and $3$ ), so we do casework on $6$
Case 1 $2$ and $3$ are the same color
In this case, we have $3$ primes to choose the color for ( $2$ $5$ , and $7$ ). Afterwards, $4$ $6$ , and $9$ have two possible colors, which will determine the color of $8$ . Thus, there are $3^3\cdot 2^3=216$ possibilities here.
Case 2 $2$ and $3$ are different colors
In this case, we have $4$ primes to color. Without loss of generality, we'll color the $2$ first, then the $3$ . Then there are $3$ color choices for $2,5,7$ , and $2$ color choices for $3$ . This will determine the color of $6$ as well. After that, we only need to choose the color for $4$ and $9$ , which each have $2$ choices. Thus, there are $3^3\cdot 2^3=216$ possibilities here as well.
Adding up gives $216+216=\boxed{432}$",E,432
e600f683ed3a78da0872230982aa35a1,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_13,"How many ways are there to paint each of the integers $2, 3, \cdots , 9$ either red, green, or blue so that each number has a different color from each of its proper divisors?
$\textbf{(A)}~144\qquad\textbf{(B)}~216\qquad\textbf{(C)}~256\qquad\textbf{(D)}~384\qquad\textbf{(E)}~432$","$2,4,8$ require different colors each, so there are $6$ ways to color these.
$5$ and $7$ can be any color, so there are $3\times 3$ ways to color these.
$6$ can have $2$ colors once $2$ is colored, and thus $3$ also has $2$ colors following $6$ , which leaves another $2$ for $9$
All together: $6\times 3 \times 3 \times 2 \times 2 \times 2 = 432 \Rightarrow \boxed{432}$",E,432
e019e06fa70d63925d839d2dfec7961c,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_14,"For a certain complex number $c$ , the polynomial \[P(x) = (x^2 - 2x + 2)(x^2 - cx + 4)(x^2 - 4x + 8)\] has exactly 4 distinct roots. What is $|c|$
$\textbf{(A) } 2 \qquad \textbf{(B) } \sqrt{6} \qquad \textbf{(C) } 2\sqrt{2} \qquad \textbf{(D) } 3 \qquad \textbf{(E) } \sqrt{10}$","The polynomial can be factored further broken down into
$P(x) = (x - [1 - i])(x - [1 + i])(x - [2 - 2i])(x - [2 + 2i])(x^2 - cx + 4)$
by using the quadratic formula on each of the quadratic factors. Since the first four roots are all distinct, the term $(x^2 - cx + 4)$ must be a product of any combination of two (not necessarily distinct) factors from the set: $(x - [1 - i]), (x - [1 + i]), (x - [2 - 2i]),$ and $(x - [2 + 2i])$ . We need the two factors to yield a constant term of $4$ when multiplied together. The only combinations that work are $(x - [1 - i])$ and $(x - [2 + 2i])$ , or $(x - [1+i])$ and $(x - [2-2i])$ . When multiplied together, the polynomial is either $(x^2 + [-3 + i]x + 4)$ or $(x^2+[-3-i]x+4)$ . Therefore, $c = 3 \pm i$ and $|c| = \boxed{10}$",E,10
5b44a5786fef655c77453d0524bb1f83,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_17,"Let $s_k$ denote the sum of the $\textit{k}$ th powers of the roots of the polynomial $x^3-5x^2+8x-13$ . In particular, $s_0=3$ $s_1=5$ , and $s_2=9$ . Let $a$ $b$ , and $c$ be real numbers such that $s_{k+1} = a \, s_k + b \, s_{k-1} + c \, s_{k-2}$ for $k = 2$ $3$ $....$ What is $a+b+c$
$\textbf{(A)} \; -6 \qquad \textbf{(B)} \; 0 \qquad \textbf{(C)} \; 6 \qquad \textbf{(D)} \; 10 \qquad \textbf{(E)} \; 26$","Let $p, q$ , and $r$ be the roots of the polynomial. Then,
$p^3 - 5p^2 + 8p - 13 = 0$
$q^3 - 5q^2 + 8q - 13 = 0$
$r^3 - 5r^2 + 8r - 13 = 0$
Adding these three equations, we get
$(p^3 + q^3 + r^3) - 5(p^2 + q^2 + r^2) + 8(p + q + r) - 39 = 0$
$s_3 - 5s_2 + 8s_1 = 39$
$39$ can be written as $13s_0$ , giving
$s_3 = 5s_2 - 8s_1 + 13s_0$
We are given that $s_{k+1} = a \, s_k + b \, s_{k-1} + c \, s_{k-2}$ is satisfied for $k = 2$ $3$ $....$ , meaning it must be satisfied when $k = 2$ , giving us $s_3 = a \, s_2 + b \, s_1 + c \, s_0$
Therefore, $a = 5, b = -8$ , and $c = 13$ by matching coefficients.
$5 - 8 + 13 = \boxed{10}$",D,10
5b44a5786fef655c77453d0524bb1f83,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_17,"Let $s_k$ denote the sum of the $\textit{k}$ th powers of the roots of the polynomial $x^3-5x^2+8x-13$ . In particular, $s_0=3$ $s_1=5$ , and $s_2=9$ . Let $a$ $b$ , and $c$ be real numbers such that $s_{k+1} = a \, s_k + b \, s_{k-1} + c \, s_{k-2}$ for $k = 2$ $3$ $....$ What is $a+b+c$
$\textbf{(A)} \; -6 \qquad \textbf{(B)} \; 0 \qquad \textbf{(C)} \; 6 \qquad \textbf{(D)} \; 10 \qquad \textbf{(E)} \; 26$","Let $p, q$ , and $r$ be the roots of the polynomial. By Vieta's Formulae, we have
$p+q+r = 5$
$pq+qr+rp = 8$
$pqr=13$
We know $s_k = p^k + q^k + r^k$ . Consider $(p+q+r)(s_k) =5s_k$
$5s_k = [p^{k+1} + q^{k+1} + r^{k+1}] + p^k q + p^k r + pq^k + q^k r + pr^k + qr^k$
Using $pqr = 13$ and $s_{k-2} = p^{k-2} + q^{k-2} + r^{k-2}$ , we see $13s_{k-2} = p^{k-1}qr + pq^{k-1}r + pqr^{k-1}$
We have \[\begin{split} 5s_k + 13s_{k-2} &= s_{k+1} + (p^k q + p^k r + p^{k-1}qr) + (pq^k + pq^{k-1}r + q^k r) + (pqr^{k-1} + pr^k + qr^k) \\ &= s_{k+1} + p^{k-1} (pq + pr + qr) + q^{k-1} (pq + pr + qr) + r^{k-1} (pq + pr + qr) \\ &= s_{k+1} + (p^{k-1} + q^{k-1} + r^{k-1})(pq + pr + qr) \\ &= 5s_k + 13s_{k-2} = s_{k+1} + 8s_{k-1}\end{split}\]
Rearrange to get $s_{k+1} = 5s_k - 8s_{k-1} + 13s_{k-2}$
So, $a+ b + c = 5 -8 + 13 = \boxed{10}$",D,10
5b44a5786fef655c77453d0524bb1f83,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_17,"Let $s_k$ denote the sum of the $\textit{k}$ th powers of the roots of the polynomial $x^3-5x^2+8x-13$ . In particular, $s_0=3$ $s_1=5$ , and $s_2=9$ . Let $a$ $b$ , and $c$ be real numbers such that $s_{k+1} = a \, s_k + b \, s_{k-1} + c \, s_{k-2}$ for $k = 2$ $3$ $....$ What is $a+b+c$
$\textbf{(A)} \; -6 \qquad \textbf{(B)} \; 0 \qquad \textbf{(C)} \; 6 \qquad \textbf{(D)} \; 10 \qquad \textbf{(E)} \; 26$","Let $r,s,t$ be the roots of $x^3-5x^2+8x-13$ . Then:
$r^3=5r^2-8r+13$ \\ $s^3=5s^2-8s+13$ \\ $t^3=5t^2-8t+13$
If we multiply both sides of the equation by $r^k$ , where $k$ is a positive integer, then that won't change the coefficients, but just the degree of the new polynomial and the other term's exponents. We can try multiplying to find $r^4+s^4+t^4$ , but that is just to check. So then with the above information about $r^3,s^3,t^3$ , we see that:
$r^k=5r^{k-1}-8r^{k-2}-13r^{k-3}$ $s^k=5s^{k-1}-8s^{k-2}-13s^{k-3}$ $t^k=5t^{k-1}-8t^{k-2}-13t^{k-3}$
$s_k=r^k+s^k+t^k$
Then: $s_k=5s_{k-1}-8s_{k-2}+13s_{k-3}$
This means that $s_{k+1}=5s_{k}-8s_{k-1}+13s_{k-2}$ , as expected. So we have $a=5, b=-8, c=13$ . So our answer is $5-8+13=\boxed{10}$",D,10
01d243b06c4c4384199a7f898c440679,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_19,"In $\triangle ABC$ with integer side lengths, $\cos A = \frac{11}{16}$ $\cos B = \frac{7}{8}$ , and $\cos C = -\frac{1}{4}$ . What is the least possible perimeter for $\triangle ABC$
$\textbf{(A) } 9 \qquad \textbf{(B) } 12 \qquad \textbf{(C) } 23 \qquad \textbf{(D) } 27 \qquad \textbf{(E) } 44$","Notice that by the Law of Sines, $a:b:c = \sin{A}:\sin{B}:\sin{C}$ , so let's flip all the cosines using $\sin^{2}{x} + \cos^{2}{x} = 1$ $\sin{x}$ is positive for $0^{\circ} < x < 180^{\circ}$ , so we're good there).
$\sin A=\frac{3\sqrt{15}}{16}, \qquad \sin B= \frac{\sqrt{15}}{8}, \qquad \text{and} \qquad\sin C=\frac{\sqrt{15}}{4}$
These are in the ratio $3:2:4$ , so our minimal triangle has side lengths $2$ $3$ , and $4$ $\boxed{9}$ is our answer.",A,9
01d243b06c4c4384199a7f898c440679,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_19,"In $\triangle ABC$ with integer side lengths, $\cos A = \frac{11}{16}$ $\cos B = \frac{7}{8}$ , and $\cos C = -\frac{1}{4}$ . What is the least possible perimeter for $\triangle ABC$
$\textbf{(A) } 9 \qquad \textbf{(B) } 12 \qquad \textbf{(C) } 23 \qquad \textbf{(D) } 27 \qquad \textbf{(E) } 44$","$\angle ACB$ is obtuse since its cosine is negative, so we let the foot of the altitude from $C$ to $AB$ be $H$ . Let $AH=11x$ $AC=16x$ $BH=7y$ , and $BC=8y$ . By the Pythagorean Theorem, $CH=\sqrt{256x^2-121x^2}=3x\sqrt{15}$ and $CH=\sqrt{64y^2-49y^2}=y\sqrt{15}$ . Thus, $y=3x$ . The sides of the triangle are then $16x$ $11x+7(3x)=32x$ , and $24x$ , so for some integers $a,b$ $16x=a$ and $24x=b$ , where $a$ and $b$ are minimal. Hence, $\frac{a}{16}=\frac{b}{24}$ , or $3a=2b$ . Thus the smallest possible positive integers $a$ and $b$ that satisfy this are $a=2$ and $b=3$ , so $x=\frac{1}{8}$ . The sides of the triangle are $2$ $3$ , and $4$ , so $\boxed{9}$ is our answer.",A,9
01d243b06c4c4384199a7f898c440679,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_19,"In $\triangle ABC$ with integer side lengths, $\cos A = \frac{11}{16}$ $\cos B = \frac{7}{8}$ , and $\cos C = -\frac{1}{4}$ . What is the least possible perimeter for $\triangle ABC$
$\textbf{(A) } 9 \qquad \textbf{(B) } 12 \qquad \textbf{(C) } 23 \qquad \textbf{(D) } 27 \qquad \textbf{(E) } 44$","Using the law of cosines, we get the following equations:
\[c^2=a^2+b^2+\frac{ab}{2}\] \[b^2=a^2+c^2-\frac{7ac}{4}\] \[a^2=b^2+c^2-\frac{11bc}{8}\]
Substituting $a^2+c^2-\frac{7ac}{4}$ for $b^2$ in $a^2=b^2+c^2-\frac{11bc}{8}$ and simplifying, we get the following: \[14a+11b=16c\]
Note that since $a, b, c$ are integers, we can solve this for integers. By some trial and error, we get that $(a,b,c) = (3,2,4)$ . Checking to see that this fits the triangle inequality, we find out that this indeed works. Hence, our answer is $3+2+4 = \boxed{9}$",A,9
2707db51e08d5c91ef46b063bdc25cef,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_21,"Let \[z=\frac{1+i}{\sqrt{2}}.\] What is \[\left(z^{1^2}+z^{2^2}+z^{3^2}+\dots+z^{{12}^2}\right) \cdot \left(\frac{1}{z^{1^2}}+\frac{1}{z^{2^2}}+\frac{1}{z^{3^2}}+\dots+\frac{1}{z^{{12}^2}}\right)?\]
$\textbf{(A) } 18 \qquad \textbf{(B) } 72-36\sqrt2 \qquad \textbf{(C) } 36 \qquad \textbf{(D) } 72 \qquad \textbf{(E) } 72+36\sqrt2$","Note that $z = \mathrm{cis }(45^{\circ})$
Also note that $z^{k} = z^{k + 8}$ for all positive integers $k$ because of De Moivre's Theorem. Therefore, we want to look at the exponents of each term modulo $8$
$1^2, 5^2,$ and $9^2$ are all $1 \pmod{8}$
$2^2, 6^2,$ and $10^2$ are all $4 \pmod{8}$
$3^2, 7^2,$ and $11^2$ are all $1 \pmod{8}$
$4^2, 8^2,$ and $12^2$ are all $0 \pmod{8}$
Therefore,
$z^{1^2} = z^{5^2} = z^{9^2} = \mathrm{cis }(45^{\circ})$
$z^{2^2} = z^{6^2} = z^{10^2} = \mathrm{cis }(180^{\circ}) = -1$
$z^{3^2} = z^{7^2} = z^{11^2} = \mathrm{cis }(45^{\circ})$
$z^{4^2} = z^{8^2} = z^{12^2} = \mathrm{cis }(0^{\circ}) = 1$
The term thus $\left(z^{1^2}+z^{2^2}+z^{3^2}+\dots+z^{{12}^2}\right)$ simplifies to $6\mathrm{cis }(45^{\circ})$ , while the term $\left(\frac{1}{z^{1^2}}+\frac{1}{z^{2^2}}+\frac{1}{z^{3^2}}+\dots+\frac{1}{z^{{12}^2}}\right)$ simplifies to $\frac{6}{\mathrm{cis }(45^{\circ})}$ . Upon multiplication, the $\mathrm{cis }(45^{\circ})$ cancels out and leaves us with $\boxed{36}$",C,36
2707db51e08d5c91ef46b063bdc25cef,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_21,"Let \[z=\frac{1+i}{\sqrt{2}}.\] What is \[\left(z^{1^2}+z^{2^2}+z^{3^2}+\dots+z^{{12}^2}\right) \cdot \left(\frac{1}{z^{1^2}}+\frac{1}{z^{2^2}}+\frac{1}{z^{3^2}}+\dots+\frac{1}{z^{{12}^2}}\right)?\]
$\textbf{(A) } 18 \qquad \textbf{(B) } 72-36\sqrt2 \qquad \textbf{(C) } 36 \qquad \textbf{(D) } 72 \qquad \textbf{(E) } 72+36\sqrt2$","It is well known that if $|z|=1$ then $\bar{z}=\frac{1}{z}$ . Therefore, we have that the desired expression is equal to \[\left(z^1+z^4+z^9+...+z^{144}\right)\left(\bar{z}^1+\bar{z}^4+\bar{z}^9+...+\bar{z}^{144}\right)\] We know that $z=e^{\frac{i\pi}{4}}$ so $\bar{z}=e^{\frac{i7\pi}{4}}$ . Then, by De Moivre's Theorem, we have \[\left(e^{\frac{i\pi}{4}}+e^{i\pi}+...+e^{2i\pi}\right)\left(e^{\frac{i7\pi}{4}}+e^{i7\pi}+...+e^{2i\pi}\right)\] which can easily be computed as $\boxed{36}$",,36
2707db51e08d5c91ef46b063bdc25cef,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_21,"Let \[z=\frac{1+i}{\sqrt{2}}.\] What is \[\left(z^{1^2}+z^{2^2}+z^{3^2}+\dots+z^{{12}^2}\right) \cdot \left(\frac{1}{z^{1^2}}+\frac{1}{z^{2^2}}+\frac{1}{z^{3^2}}+\dots+\frac{1}{z^{{12}^2}}\right)?\]
$\textbf{(A) } 18 \qquad \textbf{(B) } 72-36\sqrt2 \qquad \textbf{(C) } 36 \qquad \textbf{(D) } 72 \qquad \textbf{(E) } 72+36\sqrt2$","We first calculate that $z^4 = -1$ . After a bit of calculation for the other even powers of $z$ , we realize that they cancel out add up to zero. Now we can simplify the expression to $\left(z^{1^2} + z^{3^2} + ... + z^{11^2}\right)\left(\frac{1}{z^{1^2}} + \frac{1}{z^{3^2}} + ... + \frac{1}{z^{11^2}}\right)$ . Then, we calculate the first few odd powers of $z$ . We notice that $z^1 = z^9$ , so the values cycle after every 8th power. Since all of the odd squares are a multiple of $8$ away from each other, $z^1 = z^9 = z^{25} = ... = z^{121}$ , so $z^{1^2} + z^{3^2} + ... + z^{11^2} = 6z^{1^2}$ , and $\frac{1}{z^{1^2}} + \frac{1}{z^{3^2}} + ... + \frac{1}{z^{11^2}} = \frac{6}{z^{1^2}}$ . When multiplied together, we get $6 \cdot 6 = \boxed{36}$ as our answer.",C,36
2707db51e08d5c91ef46b063bdc25cef,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_21,"Let \[z=\frac{1+i}{\sqrt{2}}.\] What is \[\left(z^{1^2}+z^{2^2}+z^{3^2}+\dots+z^{{12}^2}\right) \cdot \left(\frac{1}{z^{1^2}}+\frac{1}{z^{2^2}}+\frac{1}{z^{3^2}}+\dots+\frac{1}{z^{{12}^2}}\right)?\]
$\textbf{(A) } 18 \qquad \textbf{(B) } 72-36\sqrt2 \qquad \textbf{(C) } 36 \qquad \textbf{(D) } 72 \qquad \textbf{(E) } 72+36\sqrt2$","$z=\mathrm{cis }(\pi/4)$
Perfect squares mod 8: $1,4,1,0,1,4,1,0,1,4,1,0$
$1/z=\overline{z}=\mathrm{cis }(7\pi/4)$
$6\mathrm{cis }(\pi/4)\cdot 6\mathrm{cis }(7\pi/4)=\boxed{36}$",,36
2a3916001883c2095a301590d24a4b63,https://artofproblemsolving.com/wiki/index.php/2019_AMC_12A_Problems/Problem_22,"Circles $\omega$ and $\gamma$ , both centered at $O$ , have radii $20$ and $17$ , respectively. Equilateral triangle $ABC$ , whose interior lies in the interior of $\omega$ but in the exterior of $\gamma$ , has vertex $A$ on $\omega$ , and the line containing side $\overline{BC}$ is tangent to $\gamma$ . Segments $\overline{AO}$ and $\overline{BC}$ intersect at $P$ , and $\dfrac{BP}{CP} = 3$ . Then $AB$ can be written in the form $\dfrac{m}{\sqrt{n}} - \dfrac{p}{\sqrt{q}}$ for positive integers $m$ $n$ $p$ $q$ with $\text{gcd}(m,n) = \text{gcd}(p,q) = 1$ . What is $m+n+p+q$ $\phantom{}$
$\textbf{(A) } 42 \qquad \textbf{(B) }86 \qquad \textbf{(C) } 92 \qquad \textbf{(D) } 114 \qquad \textbf{(E) } 130$","[asy] size(20cm); draw(circle((0,0), 20)); label(""$\omega$"", (0,0), 4.05*20*dir(149)*20/21); draw(circle((0,0), 17)); label(""$\gamma$"", (0,0), 4.05*17*dir(149)*20/21); dot((0,0)); label(""$O$"", (0,0), E); pair aa = (-20, 0); dot(aa); label(""$A$"", aa, W); draw((-20,0)--(0,0)); real a = (-20 + (80/sqrt(13) - 34/sqrt(3))*(sqrt(13)/sqrt(12))*(sqrt(3)/2)); real ans = (80/sqrt(13) - 34/sqrt(3)); dot((a,0)); label(""$P$"", (a, 0), dir(290)*0.58); pair s = ((12*a + 0)/13, 0-sqrt(12)*a/13); dot(s); label(""$S$"", s, dir(135)); pair c = (a + 1/4*ans*1/sqrt(13), 0 + 1/4*ans*sqrt(12)/sqrt(13)); dot(c); label(""$C$"", c, dir(110)); pair m = (a - 1/4*ans*1/sqrt(13), 0 - 1/4*ans*sqrt(12)/sqrt(13)); dot(m); label(""$M$"", m, dir(285)); pair b = (a - 3/4*ans*1/sqrt(13), 0 - 3/4*ans*sqrt(12)/sqrt(13)); dot(b); label(""$B$"", b, S); draw(b--s); draw(s--(0,0)); draw(aa--b); draw(aa--c); draw(aa--m); markscalefactor=0.1; draw(rightanglemark(s,m,aa,3.4)); draw(rightanglemark((0,0),s,m,3.4)); [/asy]
Let $S$ be the point of tangency between $\overline{BC}$ and $\gamma$ , and $M$ be the midpoint of $\overline{BC}$ . Note that $AM \perp BS$ and $OS \perp BS$ . This implies that $\angle OAM \cong \angle AOS$ , and $\angle AMP \cong \angle OSP$ . Thus, $\triangle PMA \sim \triangle PSO$
If we let $s$ be the side length of $\triangle ABC$ , then it follows that $AM = \frac{\sqrt{3}}{2}s$ and $PM = \frac{s}{4}$ . This implies that $AP = \frac{\sqrt{13}}{4}s$ , so $\frac{AM}{AP} = \frac{2\sqrt{3}}{\sqrt{13}}$ . Furthermore, $\frac{AM + SO}{AO} = \frac{AM}{AP}$ (because $\triangle PMA \sim \triangle PSO$ ) so this gives us the equation \[\frac{\frac{\sqrt{3}}{2}s + 17}{20} = \frac{2\sqrt{3}}{\sqrt{13}}\] to solve for the side length $s$ , or $AB$ . Thus, \[\frac{\sqrt{39}}{2}s + 17\sqrt{13} = 40\sqrt{3}\] \[\frac{\sqrt{39}}{2}s = 40\sqrt{3} - 17\sqrt{13}\] \[s = \frac{80}{\sqrt{13}} - \frac{34}{\sqrt{3}} = AB\] The problem asks for $m + n + p + q = 80 + 13 + 34 + 3 = \boxed{130}$",E,130
